id,name,description,address,latitude,longitude,city_id,opening_hours,rating,user_rating,types,phone_number,createdAt,updatedAt
56,Kampung Wisata Keramik Dinoyo,-,"Jl. Mt Haryono 9 No.336, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",-7.9418156,112.6116907,6,Monday: 8:00?AM?–?3:00?PM|Tuesday: 8:00?AM?–?3:00?PM|Wednesday: 8:00?AM?–?3:00?PM|Thursday: 8:00?AM?–?3:00?PM|Friday: 8:00?AM?–?3:00?PM|Saturday: 8:00?AM?–?3:00?PM|Sunday: 8:00?AM?–?3:00?PM,4.4,656,tourist_attraction|point_of_interest|establishment,0812-3553-1979,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
57,Kuliner kampung porobungkil,-,"Unnamed Road, Q8GM+GW4, Dusun Krajan, Rejosari, Kec. Glagah, Kabupaten Banyuwangi, Jawa Timur 68432, Indonesia",-8.2237297,114.3348388,15,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 5:30?–?10:00?PM|Sunday: Closed,5,17,tourist_attraction|point_of_interest|establishment,0853-3091-1268,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
58,"tanjakan sartono Kalibombong, Kab. Banjarnegara, Jawa Tengah",-,"tanjakan sartono, Margasari, Kalibombong, Kec. Kalibening, Kab. Banjarnegara, Jawa Tengah 53458, Indonesia",-7.2561684,109.6631869,28,-,4,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
59,Kolam pancing gurame & lele Tirta Ayu,-,"67H3+5HQ, Krajan, Tamansari, Kec. Dringu, Kabupaten Probolinggo, Jawa Timur 67271, Indonesia",-7.772032199999999,113.2539874,12,Monday: 6:00?AM?–?5:00?PM|Tuesday: 6:00?AM?–?5:00?PM|Wednesday: 6:00?AM?–?5:00?PM|Thursday: 6:00?AM?–?5:00?PM|Friday: 6:00?AM?–?5:00?PM|Saturday: 6:00?AM?–?5:00?PM|Sunday: 6:00?AM?–?5:00?PM,4,3,tourist_attraction|point_of_interest|establishment,0852-0498-7398,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
60,Taman Wisata Matahari,"Kid-friendly water slides, splash pads & play structures around outdoor swimming pools & snack bars.","Jl. Raya Puncak Gadog, Leuwimalang, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750, Indonesia",-6.656209199999999,106.9165672,8,Monday: 8:00?AM?–?4:00?PM|Tuesday: 8:00?AM?–?4:00?PM|Wednesday: 8:00?AM?–?4:00?PM|Thursday: 8:00?AM?–?4:00?PM|Friday: 8:00?AM?–?4:00?PM|Saturday: 8:00?AM?–?4:00?PM|Sunday: 8:00?AM?–?4:00?PM,4.1,11466,tourist_attraction|point_of_interest|establishment,(0251) 8252337,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
61,Taman Kota Wates,-,"45R6+J29, Terbah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651, Indonesia",-7.858471699999999,110.1600975,19,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.5,420,tourist_attraction|park|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
62,WANAGRO RESTO,-,"Unnamed Road, Dusun IV, Blambangan, Kec. Bawang, Kab. Banjarnegara, Jawa Tengah 53471, Indonesia",-7.385838400000001,109.6417593,28,Monday: 10:00?AM?–?9:00?PM|Tuesday: 10:00?AM?–?9:00?PM|Wednesday: 10:00?AM?–?9:00?PM|Thursday: 10:00?AM?–?9:00?PM|Friday: 10:00?AM?–?9:00?PM|Saturday: 10:00?AM?–?9:00?PM|Sunday: 10:00?AM?–?9:00?PM,4.6,79,restaurant|tourist_attraction|cafe|food|point_of_interest|establishment,0813-3330-5464,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
63,Bus pariwisata koblen buang ( Wawan),-,"RTM, Jl. Koblen Kidul, Bubutan, Kec. Bubutan, Surabaya, Jawa Timur 60174, Indonesia",-7.253610399999999,112.7331998,2,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4,86,tourist_attraction|travel_agency|point_of_interest|establishment,0812-3319-3541,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
64,Air Terjun Sendang Asih,-,"Unnamed Road, P3XC+CP6, Sidoluhur, Sepanjang, Kec. Glenmore, Kabupaten Banyuwangi, Jawa Timur 68466, Indonesia",-8.2514523,114.071756,15,-,5,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
65,Besek Malang,-,"Jl. Taman Borobudur Tengah No.30, Tunjungsekar, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",-7.936237599999998,112.6346794,6,Monday: 8:00?AM?–?4:00?PM|Tuesday: 8:00?AM?–?4:00?PM|Wednesday: 8:00?AM?–?4:00?PM|Thursday: 8:00?AM?–?4:00?PM|Friday: 8:00?AM?–?4:00?PM|Saturday: 8:00?–?11:00?AM|Sunday: Closed,4.5,95,tourist_attraction|jewelry_store|store|food|point_of_interest|establishment,0821-3136-1862,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
66,Wisata Kali Baki,-,"9QPJ+7MJ, Krajan, Menuran, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556, Indonesia",-7.6142818,110.7816274,7,Monday: 8:00?AM?–?10:00?PM|Tuesday: 8:00?AM?–?10:00?PM|Wednesday: 8:00?AM?–?10:00?PM|Thursday: 8:00?AM?–?10:00?PM|Friday: 8:00?AM?–?10:00?PM|Saturday: 8:00?AM?–?10:00?PM|Sunday: 8:00?AM?–?10:00?PM,3,5,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
67,Taman Wisata Study Lingkungan Kota Probolinggo,-,"Jl. Basuki Rahmad, Mangunharjo, Kec. Mayangan, Kota Probolinggo, Jawa Timur 67217, Indonesia",-7.7481068,113.2346787,12,Monday: 7:00?AM?–?5:00?PM|Tuesday: 7:00?AM?–?5:00?PM|Wednesday: 7:00?AM?–?5:00?PM|Thursday: 7:00?AM?–?5:00?PM|Friday: Closed|Saturday: 7:00?AM?–?5:00?PM|Sunday: 7:00?AM?–?5:00?PM,4.2,1576,tourist_attraction|point_of_interest|establishment,(0335) 420662,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
68,Royal Water Adventure,-,"Jl. Raya Telukan No.KM 08, Dusun III, Telukan, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia",-7.6317226,110.8264961,7,Monday: 8:00?AM?–?6:00?PM|Tuesday: 8:00?AM?–?6:00?PM|Wednesday: 8:00?AM?–?6:00?PM|Thursday: 8:00?AM?–?6:00?PM|Friday: 8:00?AM?–?6:00?PM|Saturday: 8:00?AM?–?6:00?PM|Sunday: 8:00?AM?–?6:00?PM,3.9,1535,tourist_attraction|amusement_park|point_of_interest|establishment,(0271) 626743,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
69,Kpi mina sambimakmur,-,"Gg. Mangga No.42, Sambelegi Lor, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.778004999999999,110.4379267,5,-,5,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
70,Paintball Jupiter Jogja,-,"Jogja Adventure Zone, Aero Wisata Skadik 104, Jl. Maguwo, Karang Janbe, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198, Indonesia",-7.798218000000002,110.4200702,5,Monday: Closed|Tuesday: 8:00?AM?–?5:00?PM|Wednesday: 8:00?AM?–?5:00?PM|Thursday: 8:00?AM?–?5:00?PM|Friday: 8:00?AM?–?5:00?PM|Saturday: 8:00?AM?–?5:00?PM|Sunday: 8:00?AM?–?5:00?PM,4.5,665,tourist_attraction|point_of_interest|establishment,0812-2728-9989,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
71,Kandang Babi,-,"Jl. Indragiri No.b24, Dabag, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.7666735,110.4051126,18,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
72,AABagus Farm,-,"Jl. Bulutangkis No.121 C, Tasikmadu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65143, Indonesia",-7.9171093,112.6277932,6,-,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
73,Bukit Panorama,-,"9R64+25F, RT.02/RW.08, Pamoyanan, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16136, Indonesia",-6.639941,106.8054297,8,-,4.5,255,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
74,Jembatan Dusun Pucung Desa Seren,-,"Unnamed Road, 8X6H+PWC, Dusun I, Lugosobo, Kec. Gebang, Kabupaten Purworejo, Jawa Tengah 54191, Indonesia",-7.6881884,109.9797642,31,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,4,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
75,Pesiraman Tanjungtirto,-,"6F58+44P, Tanjung, Kalitirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573, Indonesia",-7.792174100000002,110.4653262,5,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
76,Embung Semawung,-,"722C+XG2, Sawah, Semawung, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54119, Indonesia",-7.747624,110.0212744,31,Monday: Closed|Tuesday: 2:00?PM?–?12:00?AM|Wednesday: 2:00?PM?–?12:00?AM|Thursday: 2:00?PM?–?12:00?AM|Friday: 2:00?PM?–?12:00?AM|Saturday: 2:00?PM?–?12:00?AM|Sunday: 2:00?PM?–?12:00?AM,4.5,102,tourist_attraction|point_of_interest|establishment,0813-2986-4616,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
77,Curug Ngigirigen,-,"PR3P+R38, Hutan, Binangun, Kec. Watumalang, Kabupaten Wonosobo, Jawa Tengah 56352, Indonesia",-7.295471999999998,109.8352176,28,-,3.9,10,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
78,Kebun Botol,-,"Gg. 8A No.31, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",-7.927236899999999,112.6034267,6,Monday: 9:00?AM?–?4:00?PM|Tuesday: 9:00?AM?–?4:00?PM|Wednesday: 9:00?AM?–?4:00?PM|Thursday: 9:00?AM?–?4:00?PM|Friday: 9:00?AM?–?4:00?PM|Saturday: 9:00?AM?–?4:00?PM|Sunday: 9:00?AM?–?4:00?PM,5,28,tourist_attraction|point_of_interest|establishment,0823-3110-8200,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
79,Pojok Benteng Wetan,-,"59P9+49Q, Jl. Sisingamangaraja, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131, Indonesia",-7.814650800000001,110.3684854,5,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.6,1120,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
80,Masjid Rahmat Kembang Kuning,-,"Jl. Kembang Kuning No.79-81, Darmo, Kec. Wonokromo, Surabaya, Jawa Timur 60256, Indonesia",-7.2821045,112.729526,2,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.8,2568,mosque|tourist_attraction|place_of_worship|point_of_interest|establishment,0899-3513-266,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
81,Vihara Tanah Putih,-,"Jl. Dr. Wahidin No.12, Jomblang, Kec. Candisari, Kota Semarang, Jawa Tengah 50257, Indonesia",-7.0105553,110.4319151,4,-,4.6,708,tourist_attraction|place_of_worship|point_of_interest|establishment,(024) 8315169,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
82,Pantai Ciliwung Indah,-,"9V52+7GX, Pandansari, Ciawi, Bogor Regency, West Java 16720, Indonesia",-6.641247300000001,106.8519836,8,-,4.9,7,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
83,KOLAM PANCING SIDOREJO GITIK ROGOJAMPI,-,"P72V+MQF, Dusun Sidorejo, RT.1/RW.1, Dusun Sidomulyo, Gitik, Kec. Rogojampi, Kabupaten Banyuwangi, Jawa Timur, Indonesia",-8.2983008,114.29442,15,-,1,1,tourist_attraction|point_of_interest|establishment,0813-3433-8999,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
84,ESTHU GARDEN,-,"9WF6+786, Jl. Tengklik, RT.02/RW.03, Satu, Polokarto, Kec. Polokarto, Kabupaten Sukoharjo, Jawa Tengah, Indonesia",-7.6268291,110.9107788,7,Monday: 8:00?AM?–?4:00?PM|Tuesday: 8:00?AM?–?4:00?PM|Wednesday: 8:00?AM?–?4:00?PM|Thursday: 8:00?AM?–?4:00?PM|Friday: 8:00?AM?–?4:00?PM|Saturday: 8:00?AM?–?4:00?PM|Sunday: 8:00?AM?–?4:00?PM,3,2,tourist_attraction|point_of_interest|establishment,0877-3635-3529,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
85,Wisata Alam Kalongan,-,"R8R4+WC4, Dusun Krajan, Pesucen, Kec. Kalipuro, Kabupaten Banyuwangi, Jawa Timur 68455, Indonesia",-8.157742099999998,114.3060708,15,-,3,1,tourist_attraction|point_of_interest|establishment,0822-3400-3549,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
86,Mangrove Teluk Pangpang Kilikili,-,"G935+PV2, Dusun Tegalpare, Wringin Putih, Kec. Muncar, Kabupaten Banyuwangi, Jawa Timur 68472, Indonesia",-8.495728699999999,114.3596401,15,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.1,29,tourist_attraction|point_of_interest|establishment,0853-3510-5407,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
87,Curug Putri Kencana,A hiking trail leads to this rainforest cascade with natural swimming pools & large boulders.,"Central Karang, Babakan Madang, Bogor Regency, West Java 16810, Indonesia",-6.597731099999999,106.9350111,8,Monday: 7:30?AM?–?5:00?PM|Tuesday: 7:00?AM?–?5:00?PM|Wednesday: 7:00?AM?–?5:00?PM|Thursday: 7:00?AM?–?5:00?PM|Friday: 7:00?AM?–?5:00?PM|Saturday: 7:30?AM?–?5:00?PM|Sunday: 8:00?AM?–?5:00?PM,4.4,1494,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
88,Taman Tirto Agung,"Green space popular for exercise, with a climbing wall, play areas & stalls for varied street foods.","Jl. Tirto Agung No.77, Pedalangan, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50268, Indonesia",-7.0643034,110.4272056,4,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.4,8756,park|tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
89,Air Terjun Rafting oya,-,"3JGW+JRM, Gunungbang, Bejiharjo, Kec. Karangmojo, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55891, Indonesia",-7.9234247,110.6470492,20,-,4.3,4,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
90,Air Terjun Tempuran Sawah,-,"M2QW+XJ8, Jl. Nasional III, Dusun Krajan, Tegalharjo, Kec. Glenmore, Kabupaten Banyuwangi, Jawa Timur 68466, Indonesia",-8.3100899,114.0465631,15,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
91,Probolinggo Municipal Government Museum,Garden with replica military aircraft & artifacts of city history on display in a colonial building.,"Jl. Suroyo No.25, Tisnonegaran, Kec. Kanigaran, Kota Probolinggo, Jawa Timur 67211, Indonesia",-7.751077699999999,113.2157441,12,Monday: Closed|Tuesday: 8:00?AM?–?2:00?PM|Wednesday: 8:00?AM?–?2:00?PM|Thursday: 8:00?AM?–?2:00?PM|Friday: 8:00?AM?–?2:00?PM|Saturday: 8:00?AM?–?2:00?PM|Sunday: 8:00?AM?–?2:00?PM,4.4,1467,museum|tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
92,Dinas Kearsipan Dan Perpustakaan Daerah Wonosobo,-,"Jl. Pangeran Diponegoro No.2, Wonosobo Timur, Wonosobo Tim., Kec. Wonosobo, Kabupaten Wonosobo, Jawa Tengah 56311, Indonesia",-7.359706399999999,109.9018958,29,Monday: 8:00?AM?–?4:00?PM|Tuesday: 8:00?AM?–?4:00?PM|Wednesday: 8:00?AM?–?4:00?PM|Thursday: 8:00?AM?–?4:00?PM|Friday: 8:00?–?11:00?AM|Saturday: 9:00?AM?–?12:00?PM|Sunday: 9:00?AM?–?12:00?PM,4.7,134,museum|tourist_attraction|point_of_interest|establishment,(0286) 324824,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
93,Rumah Nanas Bp. Budiyono,-,"Kadilobo rt 03, Kadilobo, Purwobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia",-7.671225100000001,110.3837069,18,-,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
94,Air Terjun Raung Kumbo,-,"R4RM+6QR, Mangaran, Sumberarum, Kec. Songgon, Kabupaten Banyuwangi, Jawa Timur 68463, Indonesia",-8.1593952,114.1343863,15,-,4,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
95,PERNIKAHAN GHALIH & LAVINA,-,"H6H9+VQC, Jl. Suramenggala gang eling 1, RT.02/RW.05, Rejasari, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah, Indonesia",-7.420318900000001,109.2193949,13,Monday: 9:00?AM?–?9:00?PM|Tuesday: 9:00?AM?–?9:00?PM|Wednesday: 9:00?AM?–?9:00?PM|Thursday: 9:00?AM?–?9:00?PM|Friday: 9:00?AM?–?9:00?PM|Saturday: 9:00?AM?–?9:00?PM|Sunday: Closed,5,2,tourist_attraction|point_of_interest|establishment,0896-3631-7703,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
96,Grojogan Sewu Waterfall,-,"64XP+688, Beteng, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674, Indonesia",-7.751962399999999,110.1358235,19,Monday: 8:00?AM?–?4:00?PM|Tuesday: 8:00?AM?–?4:00?PM|Wednesday: 8:00?AM?–?4:00?PM|Thursday: 8:00?AM?–?4:00?PM|Friday: 8:00?AM?–?4:00?PM|Saturday: 8:00?AM?–?4:00?PM|Sunday: 8:00?AM?–?4:00?AM,4.2,356,tourist_attraction|point_of_interest|establishment,0822-4342-4036,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
97,Tebet Eco Park,"Sizable riverfront green space with jogging paths, a small playground & weekend food kiosks.","Jl. Tebet Barat Raya, RT.1/RW.10, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820, Indonesia",-6.2373489,106.8529248,9,"Monday: 6:00?–?11:00?AM, 1:00?–?6:00?PM|Tuesday: 6:00?–?11:00?AM, 1:00?–?6:00?PM|Wednesday: 6:00?–?11:00?AM, 1:00?–?6:00?PM|Thursday: 6:00?–?11:00?AM, 1:00?–?6:00?PM|Friday: 6:00?–?11:00?AM, 1:00?–?6:00?PM|Saturday: 6:00?–?11:00?AM, 1:00?–?6:00?PM|Sunday: 6:00?–?11:00?AM, 1:00?–?6:00?PM",4.7,19692,tourist_attraction|park|point_of_interest|establishment,(021) 5328454,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
98,Masjid agung semarang,-,"2C5C+XV9, Jl. Simpang Lima, Mugassari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah, Indonesia",-6.990088300000001,110.4222302,4,-,4.8,126,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
99,Kota Lama Banjarnegara,-,"JMHJ+66Q, Karang Gondang, Banjarkulon, Kec. Banjarmangu, Kab. Banjarnegara, Jawa Tengah 53452, Indonesia",-7.371914100000001,109.6806124,28,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
100,Brawijaya Museum,"Artifacts & exhibits on Indonesia's war of independence, including military weapons & tanks.","Jl. Besar Ijen No.25A, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",-7.972132500000001,112.621209,6,Monday: 8:00?AM?–?3:00?PM|Tuesday: 8:00?AM?–?3:00?PM|Wednesday: 8:00?AM?–?3:00?PM|Thursday: 8:00?AM?–?3:00?PM|Friday: 8:00?AM?–?3:00?PM|Saturday: 8:00?AM?–?3:00?PM|Sunday: 8:00?AM?–?3:00?PM,4.5,6602,tourist_attraction|museum|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
101,New_One Channel,-,"Unnamed Road, 45G9+629, Jurang Jero, Giri Peni, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651, Indonesia",-7.874452199999999,110.1676221,19,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Closed|Sunday: Closed,5,1,tourist_attraction|point_of_interest|establishment,0823-2846-5473,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
102,Kebun Buah Nglinggi,-,"7HWH+6VC, Dusun 2, Nglinggi, Kec. Klaten Sel., Kabupaten Klaten, Jawa Tengah 57422, Indonesia",-7.704444199999999,110.5796465,33,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,1,tourist_attraction|point_of_interest|establishment,0818-0415-6623,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
103,Kedung Salam,-,"GG6M+C3X, Jalatunda 1, Jalatunda, Kec. Mandiraja, Kab. Banjarnegara, Jawa Tengah 53473, Indonesia",-7.4894179,109.5334185,28,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
104,Waterpark Kalianget,-,"MW85+XWH, Anget, Kalianget, Kec. Wonosobo, Kabupaten Wonosobo, Jawa Tengah 56319, Indonesia",-7.332567699999999,109.9098548,29,Monday: 7:30?AM?–?5:00?PM|Tuesday: 7:30?AM?–?5:00?PM|Wednesday: 7:30?AM?–?5:00?PM|Thursday: 7:30?AM?–?5:00?PM|Friday: 7:30?AM?–?5:00?PM|Saturday: 7:00?AM?–?5:00?PM|Sunday: 7:00?AM?–?5:00?PM,2.9,12,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
105,Jembatan Merah,-,"XC83+FMG, Tinjomoyo, Banyumanik, Semarang City, Central Java 50221, Indonesia",-7.0338202,110.4042178,4,-,4.3,504,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
106,Taman Cai,-,"9R2X+J78, RT.04/RW.02, Sindangsari, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16146, Indonesia",-6.6484656,106.8482047,8,-,4,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
107,Rewah rewoh stalys,-,"7XPX+WG, Cidapur, Donan, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53213, Indonesia",-7.712684099999999,108.9987705,11,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
108,View Photo. Apik,-,"5CJH+2HX, Sribit, Sendangtirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573, Indonesia",-7.819883999999999,110.428986,5,-,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
109,Curug Leuwi katomas,-,"Kp Jl. Cimandala, RT.004/007, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",-6.591145999999999,106.9247272,8,Monday: 6:00?AM?–?6:00?PM|Tuesday: 6:00?AM?–?6:00?PM|Wednesday: 6:00?AM?–?6:00?PM|Thursday: 6:00?AM?–?6:00?PM|Friday: 6:00?AM?–?6:00?PM|Saturday: 6:00?AM?–?6:00?PM|Sunday: 6:00?AM?–?6:00?PM,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
110,Tugu Banjarnegara,-,"JM3W+686, Jl. Jenderal Ahmad Yani, Kutabanjarnegara, Krandegan, Kec. Banjarnegara, Kab. Banjarnegara, Jawa Tengah 53474, Indonesia",-7.396973600000001,109.6957682,28,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.4,91,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
